firma_id,is_kolu,firma_turu,satici_unvan,satici_kimlik,kaynak
3586,restoran,kisa_unvan,Haznedar Meydan Gece Ciğercisi,1355579425,osm
3587,restoran,kisa_unvan,Kayıkhane,7223956724,osm
3588,restoran,uzun_unvan,Doyum Kebap Ve Dürüm Salonu,7618989878,osm
3589,restoran,uzun_unvan,Drama Köfte,7767751380,osm
3590,restoran,kisa_unvan,İsos Döner,1239818931,osm
3591,restoran,kisa_unvan,Kardeşler döner,2048730451,osm
3592,restoran,kisa_unvan,Sedir Et ve Balık,4558681731,osm
3593,restoran,kisa_unvan,Şam şerif lokantası,8807964034,osm
3594,restoran,kisa_unvan,Birtat İskender Kebap Salonu,1575859394,osm
3595,restoran,kisa_unvan,Mangaldan,8536205446,osm
3596,restoran,kisa_unvan,Balkan Dondurma,3927195405,osm
3597,restoran,yabanci_ortakli,Baran,3856702070,osm
3598,restoran,yabanci_ortakli,Ev yemekleri,1537842051,osm
3599,restoran,kisa_unvan,1Macha Lounge,5535440786,osm
3600,restoran,uzun_unvan,Bizim Fast Food,6778889221,osm
3601,restoran,yabanci_ortakli,Barkod Gurme,1007204098,osm
3602,restoran,kisa_unvan,Hak Döner,1124617571,osm
3603,restoran,kisa_unvan,Tavuk Time,0410486675,osm
3604,restoran,kisa_unvan,Capadocia Restaurant,6442624472,osm
3605,restoran,kisa_unvan,Kokoreççi Şenol,4986711014,osm
3606,restoran,kisa_unvan,Tat Sarıoğlu,7033257047,osm
3607,restoran,uzun_unvan,Midyeci Ahmet,3073246688,osm
3608,restoran,kisa_unvan,Benjamin,9749030439,osm
3609,restoran,kisa_unvan,Hacıefendi Döner Köfte,1779989921,osm
3610,restoran,kisa_unvan,Sema Hanımın Yeri,9247048110,osm
3611,restoran,uzun_unvan,Simitçi,3018643232,osm
3612,restoran,kisa_unvan,Kumrucu Uğur,4565181277,osm
3613,restoran,kisa_unvan,RTmevsim Doner,1700343748,osm
3614,restoran,kisa_unvan,Deniz Balık Restaurant,2567405362,osm
3615,restoran,kisa_unvan,Paçacı Hasan,1231154112,osm
3616,restoran,kisa_unvan,Tadı Bafra,0206071368,osm
3617,restoran,uzun_unvan,Kestane restaurant,3005221446,osm
3618,restoran,kisa_unvan,Rumeli Dondurma & Tatlı,6735384252,osm
3619,restoran,uzun_unvan,Çemberlitaş Pilavcısı,1161599943,osm
3620,restoran,kisa_unvan,Cibali Vasilis Balıkçısı,2618455376,osm
3621,restoran,uzun_unvan,Patii dunyasi,5826829506,osm
3622,restoran,kisa_unvan,Yeşil Büfe,4994023239,osm
3623,restoran,kisa_unvan,Seyit Ali Haydar,5935803526,osm
3624,restoran,kisa_unvan,Pilav Sarayı,0507507815,osm
3625,restoran,kisa_unvan,Kırık Çatal,7354425245,osm
3626,restoran,uzun_unvan,Öz Suruç,7777444962,osm
3627,restoran,kisa_unvan,Han Restoran,9304640064,osm
3628,restoran,kisa_unvan,Patso Burger,9882648628,osm
3629,restoran,yabanci_ortakli,Bülent Börek,7553779385,osm
3630,restoran,kisa_unvan,Hükümran Sofrası,4609121044,osm
3631,restoran,kisa_unvan,Konyalı Gurme,2545396018,osm
3632,restoran,uzun_unvan,ArtSmyrna Cafe & Gallery,0993247073,osm
3633,restoran,kisa_unvan,Meyve Dünyası,6251743161,osm
3634,restoran,uzun_unvan,Gönül Abla Ev Yemeklero,3250394392,osm
3635,restoran,kisa_unvan,The House Cafe,8442789520,osm
3636,restoran,uzun_unvan,Karadeniz kardeşler pide kebab salonu,3617949649,osm
3637,restoran,kisa_unvan,Tarihi Cerrahpaşa Köftecisi Mesut Usta,4959578120,osm
3638,restoran,kisa_unvan,Döngel Kebab,3174271838,osm
3639,restoran,kisa_unvan,Elle'ye Kebap,2402393620,osm
3640,restoran,kisa_unvan,Kebap Evi,1764040466,osm
3641,restoran,kisa_unvan,Et Dünyası,5112863818,osm
3642,restoran,yabanci_ortakli,Ömer Usta Pilavcı,0502289206,osm
3643,restoran,kisa_unvan,lotiz lounge hookah,4595282766,osm
3644,restoran,kisa_unvan,Lezzet çiğ borek,4239354334,osm
3645,restoran,uzun_unvan,oses çiğköfte,7327839699,osm
3646,restoran,kisa_unvan,Dürüm Yerim,5100260775,osm
3647,restoran,uzun_unvan,Has Titiz Kebap,1434869651,osm
3648,restoran,kisa_unvan,ASMALI BAHÇE,7155731052,osm
3649,restoran,kisa_unvan,Rasim İskender ve Kebap,8983187305,osm
3650,restoran,uzun_unvan,Hazal Döner,9507933773,osm
3651,restoran,uzun_unvan,Life Cafe Restoran,3129734149,osm
3652,restoran,kisa_unvan,Kanatçı dayım,0275908269,osm
3653,restoran,kisa_unvan,Orman Cafe & Restaurant,0090722089,osm
3654,restoran,uzun_unvan,Onur Yemek,7121894524,osm
3655,restoran,kisa_unvan,Zeyrek Cafe Restaurant,5960233151,osm
3656,restoran,uzun_unvan,Meşhur Tekirdağ Köftecisi,9875175794,osm
3657,restoran,kisa_unvan,Cesme cihan,2308880605,osm
3658,restoran,uzun_unvan,Velibaba Kebap Lahmacun,4175024130,osm
3659,restoran,uzun_unvan,Reyvan Gurme,0788675874,osm
3660,restoran,kisa_unvan,Vitamin Ev Yemekleri,8509591458,osm
3661,restoran,kisa_unvan,Sarya,9723669466,osm
3662,restoran,kisa_unvan,Davuuk Dürüm,2865181424,osm
3663,restoran,kisa_unvan,Ikon Happy Moons,3845046215,osm
3664,restoran,kisa_unvan,Sadık Ev Yemekleri,6434939415,osm
3665,restoran,kisa_unvan,Ali Usta Çig Köfte,6740788697,osm
3666,restoran,kisa_unvan,Ana Sofrası,5857491100,osm
3667,restoran,kisa_unvan,robin's,6726418799,osm
3668,restoran,kisa_unvan,Firuz Aga Restaurant,9789537706,osm
3669,restoran,kisa_unvan,Muhlama Karadeniz Mutfağı,2493164596,osm
3670,restoran,kisa_unvan,PizzaAra,2437804701,osm
3671,restoran,kisa_unvan,Star Ocakbaşı ve Pub,7936518756,osm
3672,restoran,kisa_unvan,DÖNER CIIMM,9269203272,osm
3673,restoran,yabanci_ortakli,Uğur Pastaneleri,5712567217,osm
3674,restoran,kisa_unvan,Rossi,3008578957,osm
3675,restoran,uzun_unvan,Beyaz geceler restaurant,1532425663,osm
3676,restoran,kisa_unvan,Fuaye No 12,9805783693,osm
3677,restoran,kisa_unvan,Hacı Sayid,3034136533,osm
3678,restoran,kisa_unvan,Yıldız,8568499770,osm
3679,restoran,uzun_unvan,Anteplioğlu hertat,0706007463,osm
3680,restoran,kisa_unvan,Padişah,4337004919,osm
3681,restoran,uzun_unvan,Garden mezze,7443687160,osm
3682,restoran,kisa_unvan,Öz Lezzet Meşhur Börek & Pide,7621577409,osm
3683,restoran,uzun_unvan,Rey Döner,4586618249,osm
3684,restoran,uzun_unvan,Piri Piri Chicken,7414278530,osm
3685,restoran,kisa_unvan,lezzet döner,4198872638,osm
3686,restoran,uzun_unvan,Vezneciler pilavcisi,9212233995,osm
3687,restoran,uzun_unvan,salon Galata,8215900718,osm
3688,restoran,kisa_unvan,Hamamönü Kasap & Restaurant,2044845674,osm
3689,restoran,uzun_unvan,Gurme Sinop Mantı,7154176608,osm
3690,restoran,kisa_unvan,Çeşme Döner Büfe,6893911647,osm
3691,restoran,kisa_unvan,Dostlar Kebap Salonu,6776576668,osm
3692,restoran,uzun_unvan,Gözdağı Sosyal Tesisleri,7608520856,osm
3693,restoran,uzun_unvan,Yıldız 3 Köfte Salonu,2964552172,osm
3694,restoran,kisa_unvan,Felinta,4998878298,osm
3695,restoran,kisa_unvan,Teyzemin Mutfağı,7275442204,osm
3696,restoran,kisa_unvan,Sahin sulu,8506929876,osm
3697,restoran,uzun_unvan,Cihan Derya Balık,3864006729,osm
3698,restoran,kisa_unvan,Best of Burger,6390321434,osm
3699,restoran,kisa_unvan,Şölen Döner,1839330118,osm
3700,restoran,uzun_unvan,Şanlı et lokantası,8406548850,osm
3701,restoran,kisa_unvan,HD İskender,7552452961,osm
3702,restoran,kisa_unvan,Akali Suadiye,1436974571,osm
3703,restoran,uzun_unvan,Kipos Balık,8351798380,osm
3704,restoran,kisa_unvan,Ziyafet cigkofte,1355669636,osm
3705,restoran,uzun_unvan,Konyalılar Etli Ekmek,3895864175,osm
3706,restoran,uzun_unvan,Has çiğköfte dünyası,2560199916,osm
3707,restoran,uzun_unvan,Atmacalar Unlu Mamüller,6246947627,osm
3708,restoran,kisa_unvan,Seyhmuz Kebap,6842685179,osm
3709,restoran,yabanci_ortakli,Mesire kebap ve lahmacun salonu,7367990108,osm
3710,restoran,kisa_unvan,Rüstemoğlu Sofrası,7190952038,osm
3711,restoran,kisa_unvan,Şefikoğulları Künefe,7212151909,osm
3712,restoran,kisa_unvan,Fatih esnaflar lokantası,5624462207,osm
3713,restoran,kisa_unvan,Allı börek,5663393500,osm
3714,restoran,kisa_unvan,Şehmuz Kebap Salonu,4326253815,osm
3715,restoran,yabanci_ortakli,Çorbacı Gada,0307559842,osm
3716,restoran,kisa_unvan,Sultanahmet Fish House,4202484350,osm
3717,restoran,kisa_unvan,Öz Anadolu Et Lokantası,4509332807,osm
3718,restoran,uzun_unvan,Oses Çiğköfte Vefa,9970244043,osm
3719,restoran,uzun_unvan,Doktorun Yeri Köfte,3109077188,osm
3720,restoran,kisa_unvan,Yedizaman çiğköfte,5327737656,osm
3721,restoran,kisa_unvan,Döner Bank,7617275737,osm
3722,restoran,kisa_unvan,Dönerci Hamdi Usta,4814712668,osm
3723,restoran,kisa_unvan,Coşkun Lokantası,5393929422,osm
3724,restoran,kisa_unvan,Parantez Karaköy,0215013431,osm
3725,restoran,kisa_unvan,Özgün Kokoreç,9062798951,osm
3726,restoran,kisa_unvan,Akçaabat Köfte Salonu,4773391296,osm
3727,restoran,uzun_unvan,Köfteci Yaşar,0371912756,osm
3728,restoran,kisa_unvan,Dürümcü Dayı,9557142113,osm
3729,restoran,kisa_unvan,Red River Pub,2206591007,osm
3730,restoran,uzun_unvan,Değişik çorba salonu,4364364441,osm
3731,restoran,kisa_unvan,Çengelköy Börekçisi,2969142202,osm
3732,restoran,kisa_unvan,Alrayan Restaurant,7227683525,osm
3733,restoran,kisa_unvan,Öz Lezzet Börek,0878571093,osm
3734,restoran,uzun_unvan,Nishantashi bufe,3853000904,osm
3735,restoran,uzun_unvan,Bostancı Köftecisi,6325867754,osm
3736,restoran,kisa_unvan,Ali usta baklava,5861728478,osm
3737,restoran,uzun_unvan,Boşnak Börekçi,3446332468,osm
3738,restoran,kisa_unvan,Kiler Et,6841546355,osm
3739,restoran,kisa_unvan,Yıldız pide,5735185173,osm
3740,restoran,kisa_unvan,Osi pizza & Pasta,6595965609,osm
3741,restoran,kisa_unvan,Gedikpaşa Buffet,3375229643,osm
3742,restoran,kisa_unvan,Çakır Büfe,2109222510,osm
3743,restoran,uzun_unvan,Çeşm-İ Cİhan Ev Yemeklerİ,5579537230,osm
3744,restoran,kisa_unvan,Günaydın Suadiye Kasap & Steakhouse,6041426434,osm
3745,restoran,kisa_unvan,Loti,9708137228,osm
3746,restoran,kisa_unvan,Suvi Mutfak,2109352432,osm
3747,restoran,kisa_unvan,Mazaj Restaurant,2950149628,osm
3748,restoran,kisa_unvan,Tarihi Kısıklı Fasülyecisi,0769539080,osm
3749,restoran,kisa_unvan,Kosor Çağ Kebap,3476790070,osm
3750,restoran,kisa_unvan,Cotto Gastro,4466669481,osm
3751,restoran,kisa_unvan,Capri Ocakbaşı Restaurant,0943868255,osm
3752,restoran,uzun_unvan,Ahmet Baba Dürümcüsü,0855925620,osm
3753,restoran,kisa_unvan,Usturmaca Balik Restorant,2669232570,osm
3754,restoran,uzun_unvan,Yeni Palmiye Kafe Restoran,2734689279,osm
3755,restoran,yabanci_ortakli,Heyamola,4723344666,osm
3756,restoran,kisa_unvan,Apollon Restaurant,0514961802,osm
3757,restoran,yabanci_ortakli,Zurna Kadıköy,8628868877,osm
3758,restoran,yabanci_ortakli,VILLA ADALAR,9244940395,osm
3759,restoran,kisa_unvan,Merve Pastaneleri,8695613444,osm
3760,restoran,kisa_unvan,Domino Pizza,8833183800,osm
3761,restoran,kisa_unvan,4 Döner,9347691232,osm
3762,restoran,kisa_unvan,Sultan’s Inn,7939801226,osm
3763,restoran,uzun_unvan,Şorba salinu,0163185209,osm
3764,restoran,kisa_unvan,İstanbul Halk Ekmek,2391523138,osm
3765,restoran,kisa_unvan,Nefis Ev Yemekleri,6314098216,osm
3766,restoran,kisa_unvan,Vaha Cafe ve Restaurant,0231896721,osm
3767,restoran,kisa_unvan,Yaka Balık,1295903170,osm
3768,restoran,kisa_unvan,Golden Night,5690001918,osm
3769,restoran,yabanci_ortakli,Soylu büfe,6532448343,osm
3770,restoran,yabanci_ortakli,Babuş Hatay Döner & Köfte,8715154744,osm
3771,restoran,kisa_unvan,Keyif restoran,1170870274,osm
3772,restoran,kisa_unvan,Murat Muhallebicisi,2040093804,osm
3773,restoran,uzun_unvan,Hanek,8349123214,osm
3774,restoran,kisa_unvan,Umut şarküteri,0059324183,osm
3775,restoran,kisa_unvan,Kırmızı Kedi,5276252020,osm
3776,restoran,kisa_unvan,Gaziantep'li Deniz Kebap,1167954283,osm
3777,restoran,yabanci_ortakli,Kırıntı,3267011672,osm
3778,restoran,kisa_unvan,Adıyaman Çiğ Köfte,1678629029,osm
3779,restoran,kisa_unvan,Altıntaş Büfe,5386426737,osm
3780,restoran,uzun_unvan,Oşifa Çiğköfte,2209941751,osm
3781,restoran,kisa_unvan,Serkan Büfe,0405319847,osm
3782,restoran,uzun_unvan,Hemşerim Dürüm Evi,0507550844,osm
3783,restoran,kisa_unvan,Kale Derya,2846770379,osm
3784,restoran,kisa_unvan,Has Adıyaman çiğköfte,6797008308,osm
3785,restoran,uzun_unvan,Gabuk,6440583558,osm
3786,restoran,uzun_unvan,Ararat Restoran,0172727978,osm
3787,restoran,kisa_unvan,Urfa Suruç Ocakbaşı,2829018321,osm
3788,restoran,kisa_unvan,Şaşkın Et Mangal,1121340630,osm
3789,restoran,uzun_unvan,Hasanpaşa Konağı Restaurant,8019905023,osm
3790,restoran,kisa_unvan,Özlem Taşfırın,6511747119,osm
3791,restoran,kisa_unvan,Gelik ET Ataköy Istanbul,6485796884,osm
3792,restoran,kisa_unvan,Marmara döner,3124079045,osm
3793,restoran,kisa_unvan,Sedet İskender,8138819012,osm
3794,restoran,kisa_unvan,Bodrum Cafe and Restaurant,4567677611,osm
3795,restoran,kisa_unvan,Trabzon Yöre Evi,5249601706,osm
3796,restoran,kisa_unvan,Karabiber Pilav,1764517703,osm
3797,restoran,kisa_unvan,Fırıncı Han Pide Salonu,2380453477,osm
3798,restoran,kisa_unvan,Dostlar,2772532098,osm
3799,restoran,uzun_unvan,Balik Dürüm Mehmet Usta,9284898734,osm
3800,restoran,kisa_unvan,Nelipide Gurme,8727299336,osm
3801,restoran,kisa_unvan,Taka Balık Restorant,5702409391,osm
3802,restoran,kisa_unvan,Yunus Büfe,6398464843,osm
3803,restoran,kisa_unvan,Cadde Gözleme Cafe,7398356527,osm
3804,restoran,uzun_unvan,Ataşehir Marmaris,9188676221,osm
3805,restoran,kisa_unvan,Durak Pide ve Börek,5334062018,osm
3806,restoran,kisa_unvan,Burger Sausage,3340142156,osm
3807,restoran,kisa_unvan,sarıyer börekçisi,3452636289,osm
3808,restoran,kisa_unvan,Kale Restaurant,2335704446,osm
3809,restoran,kisa_unvan,Kadı Lokantasi,1434421115,osm
3810,restoran,kisa_unvan,Kokomusti,4944957428,osm
3811,restoran,uzun_unvan,Square Cafe & Fast Food,1884246383,osm
3812,restoran,kisa_unvan,Al Rayan Restoran,5129116479,osm
3813,restoran,kisa_unvan,Hotel Kaya Restaurant,2464299873,osm
3814,restoran,kisa_unvan,Yufkacibkafkas,7353998755,osm
3815,restoran,uzun_unvan,Olivia's Pizzeria,9153007514,osm
3816,restoran,kisa_unvan,Sahil Mercan Balik,1834792302,osm
3817,restoran,kisa_unvan,Köşem Büfe,7824531086,osm
3818,restoran,kisa_unvan,Tiryaki kebap,4643786243,osm
3819,restoran,kisa_unvan,Şanlı Dürüm,0146066963,osm
3820,restoran,kisa_unvan,akademi gurme,0696374918,osm
3821,restoran,uzun_unvan,White Burger,2187906504,osm
3822,restoran,kisa_unvan,Affouri,4715901127,osm
3823,restoran,kisa_unvan,Lezzette Son Nokta,2316004025,osm
3824,restoran,uzun_unvan,URFA SOFRASI HASAN USTA,7289868329,osm
3825,restoran,kisa_unvan,Seyran Pastanesi,2086149841,osm
3826,restoran,kisa_unvan,Octo,0796699781,osm
3827,restoran,uzun_unvan,Razzak resturan,2001414424,osm
3828,restoran,kisa_unvan,Pilav House,0737238617,osm
3829,restoran,uzun_unvan,Ali Usta,5952859945,osm
3830,restoran,kisa_unvan,Gülhane cafe & resturant,5763798299,osm
3831,restoran,kisa_unvan,Mevlana Kebap Salonu,5577979837,osm
3832,restoran,kisa_unvan,Gökhan Büfe,6074105936,osm
3833,restoran,kisa_unvan,İmamoğlu Pide,8150439033,osm
3834,restoran,kisa_unvan,Fatih Sarmacısı,6028586965,osm
3835,restoran,kisa_unvan,Saydam Çiğköfte,0963547606,osm
3836,restoran,uzun_unvan,Adaklı İskender Kebab,5121018425,osm
3837,restoran,kisa_unvan,Tarihi Pasahan Konagi,2644180241,osm
3838,restoran,kisa_unvan,Osmanlı Büfe,4085935652,osm
3839,restoran,kisa_unvan,Hot döner,2437795071,osm
3840,restoran,uzun_unvan,Meşhur Adıyaman Çiğköftecisi Ömer Aybak,6557374850,osm
3841,restoran,uzun_unvan,Memnun Döner,2512258468,osm
3842,restoran,kisa_unvan,Mavi Haliç Pide Salonu,9017522795,osm
3843,restoran,uzun_unvan,Adana Dostlar Kebap,2949652394,osm
3844,restoran,kisa_unvan,Çiğköfteci Sait Usta,4999020385,osm
3845,restoran,kisa_unvan,Bishop,0700841594,osm
3846,restoran,uzun_unvan,Express Marmaris,2426957533,osm
3847,restoran,uzun_unvan,Bizim Mutfak,8513976356,osm
3848,restoran,kisa_unvan,Çelik et ve tavuk durumları,4614262049,osm
3849,restoran,kisa_unvan,Konyalı,5206334619,osm
3850,restoran,kisa_unvan,Mantı Time,9787372822,osm
3851,restoran,uzun_unvan,Tavuk Fakültesi,5933804193,osm
3852,restoran,kisa_unvan,The gospel culture,1603330852,osm
3853,restoran,kisa_unvan,Asirlik Kebap,1843660203,osm
3854,restoran,kisa_unvan,Osmanli Kanat Ve Balik,3137880213,osm
3855,restoran,kisa_unvan,Minik Büfe,3676777731,osm
3856,restoran,uzun_unvan,Vatan,5764554595,osm
3857,restoran,uzun_unvan,Balık Market Restaurant,3481954359,osm
3858,restoran,uzun_unvan,Kalpten Kafe,1102693950,osm
3859,restoran,kisa_unvan,SushiCo zen,3089233311,osm
3860,restoran,kisa_unvan,Fethi Dayının Yeri,1485507025,osm
3861,restoran,kisa_unvan,Tantuni 'tan,0626067416,osm
3862,restoran,kisa_unvan,Ercan,1448762163,osm
3863,restoran,yabanci_ortakli,Aziz Urfa Kebap ve Lahmacun Salonu,8342797306,osm
3864,restoran,kisa_unvan,Kültür Cafe,4069572520,osm
3865,restoran,uzun_unvan,Nergis Saray,2358937711,osm
3866,restoran,kisa_unvan,The Roof Kingdom Kitchen & Bar,8284889196,osm
3867,restoran,uzun_unvan,Simit,9495165999,osm
3868,restoran,kisa_unvan,Kübban Gaziantep Mutfağı,9456446456,osm
3869,restoran,kisa_unvan,Süttat,9004152421,osm
3870,restoran,yabanci_ortakli,Salkım döner,8678554707,osm
3871,restoran,uzun_unvan,Samatya Balık Evi,8977950145,osm
3872,restoran,kisa_unvan,Tanyel Döner,0936725026,osm
3873,restoran,uzun_unvan,Pita Manti,0041770736,osm
3874,restoran,kisa_unvan,The Munch Street Food,6031613400,osm
3875,restoran,uzun_unvan,Komşu Fırın,9921645752,osm
3876,restoran,uzun_unvan,nom Burger,7542832865,osm
3877,restoran,kisa_unvan,Vitamin,8515066882,osm
3878,restoran,kisa_unvan,Hacıbaşar,5715566168,osm
3879,restoran,kisa_unvan,Misina,9409363648,osm
3880,restoran,kisa_unvan,Mensem Kebap,0595516110,osm
3881,restoran,kisa_unvan,Sultan Sofrası İkram,9563224510,osm
3882,restoran,kisa_unvan,Sarı Taç,5696192124,osm
3883,restoran,kisa_unvan,safranbolu fırın,6974869786,osm
3884,restoran,kisa_unvan,Azimet Et Lokantasi,7989631967,osm
3885,restoran,uzun_unvan,Meshur sariyer,0527043699,osm
3886,restoran,uzun_unvan,Sarıhan İşkembe,2259164233,osm
3887,restoran,kisa_unvan,Afrodit Restaurant,1274690178,osm
3888,restoran,kisa_unvan,Delil Döner,1919863707,osm
3889,restoran,uzun_unvan,Çiğköfte,5536062234,osm
3890,restoran,kisa_unvan,Raki & Balik Evi,3567357756,osm
3891,restoran,kisa_unvan,Orman bide börek,4298410406,osm
3892,restoran,uzun_unvan,Sarıyer börekçisi,0327303249,osm
3893,restoran,uzun_unvan,Casita,2746352354,osm
3894,restoran,uzun_unvan,Akasya,1188203802,osm
3895,restoran,uzun_unvan,Chuck,6958621858,osm
3896,restoran,kisa_unvan,Poyraz Balık,1112817793,osm
3897,restoran,kisa_unvan,Şato İstanbul,3666636945,osm
3898,restoran,kisa_unvan,Community kitchen,8132659849,osm
3899,restoran,kisa_unvan,Meşhur Pide,3379029408,osm
3900,restoran,uzun_unvan,Sultan Saray,7535313240,osm
3901,restoran,uzun_unvan,Nato Lokantası,2756719505,osm
3902,restoran,uzun_unvan,Keifine gore felafel,3056878076,osm
3903,restoran,uzun_unvan,Buffe,2652494899,osm
3904,restoran,kisa_unvan,Pars Büfe,5298388202,osm
3905,restoran,uzun_unvan,Anadolu Mangalbaşı,1514977767,osm
3906,restoran,kisa_unvan,Meyvex,1361657651,osm
3907,restoran,kisa_unvan,Pizza Linaras,2261954900,osm
3908,restoran,uzun_unvan,Toros Tantuni,2948494348,osm
3909,restoran,uzun_unvan,Ziyada ev yemek,5776613888,osm
3910,restoran,uzun_unvan,Tedaşın Ünlü Kokoreçiçsi Yakup Usta,5500915953,osm
3911,restoran,uzun_unvan,Biyesen çiğköfte,7832395933,osm
3912,restoran,kisa_unvan,Ye Tat Zurna Dürüm,0194127067,osm
3913,restoran,kisa_unvan,Gaziantep Ocakbaşı Topkapı,8536087809,osm
3914,restoran,yabanci_ortakli,Neco,7202033881,osm
3915,restoran,kisa_unvan,Umut Gurme,1209966765,osm
3916,restoran,yabanci_ortakli,Hatay Dürüm Diyarı,7203734481,osm
3917,restoran,kisa_unvan,Galaktion,6567071909,osm
3918,restoran,kisa_unvan,Saniyora Tatlası,5743967709,osm
3919,restoran,kisa_unvan,Ciğerci Kemal Ustanin Yeri,6739316492,osm
3920,restoran,kisa_unvan,Çekmeköy Yeditepe Sosyal Tesisleri,5468873050,osm
3921,restoran,kisa_unvan,Hudri lokantası,8681025313,osm
3922,restoran,kisa_unvan,Çağ kebap ocak başı,9266254784,osm
3923,restoran,uzun_unvan,Dürümcü Emmi,0958040143,osm
3924,restoran,kisa_unvan,Canyiğit Kebap & Pide,5970001901,osm
3925,restoran,yabanci_ortakli,Olimpiyat Kokoreç,0738854676,osm
3926,restoran,uzun_unvan,inciraltı,3474369394,osm
3927,restoran,kisa_unvan,Çayırova Kebap,0894131987,osm
3928,restoran,kisa_unvan,Gölçek Restaurant,9671832132,osm
3929,restoran,yabanci_ortakli,Malatya Yöre Evi,5428425111,osm
3930,restoran,kisa_unvan,Örnek lokantası,9035940948,osm
3931,restoran,kisa_unvan,Çağrı köfte ve döner,9412597999,osm
3932,restoran,uzun_unvan,Cadde Dürüm,9032388765,osm
3933,restoran,yabanci_ortakli,MY Meşhur Balıkçı,6606289517,osm
3934,restoran,uzun_unvan,Pehlivan,4039978386,osm
3935,restoran,kisa_unvan,Yılmaz Köfte,4308183637,osm
3936,restoran,kisa_unvan,Rumeli çikolata,9397026634,osm
3937,restoran,kisa_unvan,Grace Rooftop Restaurant,0715481859,osm
3938,restoran,kisa_unvan,Buryan Kebap Ve Izgara Salonu,3117860574,osm
3939,restoran,uzun_unvan,Erguvan,6771928893,osm
3940,restoran,kisa_unvan,Özlem Lokantası,0302875740,osm
3941,restoran,kisa_unvan,koca kabap kanat,8923036066,osm
3942,restoran,kisa_unvan,Remina,8719249722,osm
3943,restoran,kisa_unvan,Zeynel Gülkardeşler Kebap Salonu,5713649671,osm
3944,restoran,yabanci_ortakli,Sultanahmet Köftecisi,5145375251,osm
3945,restoran,kisa_unvan,Üçler Urfa Kebab Salonu,4488252695,osm
3946,restoran,kisa_unvan,Ev Yemekçisi,0185111568,osm
3947,restoran,kisa_unvan,Gaziantep Kilis Kebap ve Lahmacun,3385157649,osm
3948,restoran,uzun_unvan,Kosek and cafe,7050680983,osm
3949,restoran,kisa_unvan,Happy Moon's Kadıköy,3193465028,osm
3950,restoran,uzun_unvan,Mert 33 Tantuni,5860345637,osm
3951,restoran,uzun_unvan,Hero's Pizza,3892349526,osm
3952,restoran,kisa_unvan,Sıradışı kebap,5705155786,osm
3953,restoran,uzun_unvan,selam restaurant,2638803243,osm
3954,restoran,yabanci_ortakli,Derya Börek & Cafe,2716186288,osm
3955,restoran,uzun_unvan,Cafe Garage,6974762373,osm
3956,restoran,kisa_unvan,Blu Kitchen,8547872689,osm
3957,restoran,kisa_unvan,Gardaş Cağ Kebap,3192294121,osm
3958,restoran,uzun_unvan,Diver,3280625392,osm
3959,restoran,kisa_unvan,Neşeli,1854554187,osm
3960,restoran,kisa_unvan,Öz Adıyaman Çiğ Köfte,5883140032,osm
3961,restoran,kisa_unvan,Nostalji Döner,3032826732,osm
3962,restoran,kisa_unvan,Hook Balık,4904798658,osm
3963,restoran,kisa_unvan,molto bene,6896213256,osm
3964,restoran,kisa_unvan,Fatih Obası,6286856435,osm
3965,restoran,kisa_unvan,Pilavcı Fevzi,6088230928,osm
3966,restoran,uzun_unvan,Ahmet usta dürüm,8728946733,osm
3967,restoran,kisa_unvan,Saraykale,1633084603,osm
3968,restoran,kisa_unvan,Fatih Sur Börekçisi,2628033642,osm
3969,restoran,kisa_unvan,Anzalem Kebap Salonu,8474911634,osm
3970,restoran,kisa_unvan,Nefes,3031016634,osm
3971,restoran,uzun_unvan,Fümeci Steakhouse,6228455414,osm
3972,restoran,kisa_unvan,Balikçi  Süleyman,0857962295,osm
3973,restoran,kisa_unvan,KÖŞEM BÜFE,1084861060,osm
3974,restoran,uzun_unvan,Hur Super Mario Emin Usta,6002604695,osm
3975,restoran,kisa_unvan,Bursa İskender,1749538911,osm
3976,restoran,uzun_unvan,Karışık ızgara,6244106679,osm
3977,restoran,kisa_unvan,Cafe Truva,4573216506,osm
3978,restoran,uzun_unvan,HİLAL BÜFE,4238935446,osm
3979,restoran,uzun_unvan,Sahil Büfe,0711072984,osm
3980,restoran,kisa_unvan,Meşhur Pilavcı Celal Usta,2305066713,osm
3981,restoran,kisa_unvan,Hasciġer,5333171474,osm
3982,restoran,kisa_unvan,İzmir Balıkçısı,5541298246,osm
3983,restoran,uzun_unvan,Class Rest ve Pide Salonu,9220288157,osm
3984,restoran,uzun_unvan,Beso Restaurant Bistro,2089521766,osm
3985,restoran,kisa_unvan,Rumeli Dondurma,1269625056,osm
3986,restoran,uzun_unvan,Ayşenin Mutfağı,7324913946,osm
3987,restoran,kisa_unvan,İBB Sultanahmet Kent Lokantası,3250274967,osm
3988,restoran,uzun_unvan,Mahmut Usta Çiğköfte,3838440377,osm
3989,restoran,kisa_unvan,Saklı Köşk,5439994289,osm
3990,restoran,uzun_unvan,Jalal,8033086413,osm
3991,restoran,kisa_unvan,Anteplioğlu Baksan Baklava,6329085054,osm
3992,restoran,yabanci_ortakli,Babacan,4871590519,osm
3993,restoran,kisa_unvan,CİĞERCİ,3772109079,osm
